Date,Time,Region,Spot,Wave_Height_ft,Surfline_Wave_Height_ft,Wind_Direction,Wind_Strength_mph,Observation_Type,Entered_By,Notes
5/31/2026,7:00:00 PM,Northern California,Pacifica Linda Mar,2.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Pacifica Linda Mar,2,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Pacifica Linda Mar,1.5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Pacifica Linda Mar,1,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Pacifica Linda Mar,1,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Pacifica Linda Mar North,3,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Pacifica Linda Mar North,3,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Pacifica Linda Mar North,3,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Pacifica Linda Mar North,3,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Pacifica Linda Mar North,2.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Pacifica Linda Mar North,2,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Pacifica Linda Mar North,2,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Pacifica Linda Mar North,2,,,,Online Cam,Garrett,
6/3/2026,5:00:00 PM,Northern California,Santa Maria,4,,,,Standing on Shore,Calvin (Garrett's Friend),
6/5/2026,6:00:00 AM,Northern California,Scott Creek,5,,,,Standing on Shore,Garrett,
6/5/2026,6:00:00 AM,Northern California,Davenport Landing ,3.5,,,,Standing on Shore,Garrett,
6/5/2026,6:30:00 AM,Northern California,Natural Bridges,3,,,,Standing on Shore,Garrett,
6/5/2026,6:30:00 AM,Northern California,Swift,2.5,,,,Standing on Shore,Garrett,
6/5/2026,6:30:00 AM,Northern California,Mitchell's,2.5,,,,Standing on Shore,Garrett,
6/5/2026,7:00:00 AM,Northern California,Blacks,3,,,,Standing on Shore,Garrett,
6/5/2026,7:00:00 AM,Northern California,Santa Maria,3.5,,,,Standing on Shore,Garrett,
6/5/2026,7:00:00 AM,Northern California,26th Ave,5,,,,Standing on Shore,Garrett,
6/5/2026,7:00:00 AM,Northern California,Pleasure Point Rockview,3,,,,Standing on Shore,Garrett,
6/5/2026,7:00:00 AM,Northern California,Wind and Sea,5,,,,Standing on Shore,Garrett,
6/2/2026,2:00:00 PM,Northern California,Manresa,1.5,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Manresa,1.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Manresa,1,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Manresa,1,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Manresa,1.5,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Manresa,2,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Manresa,3,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Manresa,2.5,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Manresa,3.5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Capitola,3,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Capitola,1,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Privates,2,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Privates,1,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Privates,0.5,,,,Online Cam,Garrett,
6/4/2026,9:30:00 AM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Privates,1,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Privates,1,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Privates,3,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Pleasure Point The Hook,2,,,,,,
6/2/2026,6:30:00 PM,Northern California,Pleasure Point The Hook,2.5,,,,,,
6/3/2026,8:00:00 AM,Northern California,Pleasure Point The Hook,1,,,,,,
6/3/2026,2:00:00 PM,Northern California,Pleasure Point The Hook,1.5,,,,,,
6/3/2026,6:30:00 PM,Northern California,Pleasure Point The Hook,1.5,,,,,,
6/4/2026,8:00:00 AM,Northern California,Pleasure Point The Hook,2,,,,,,
6/4/2026,2:00:00 PM,Northern California,Pleasure Point The Hook,1.5,,,,,,
6/4/2026,6:30:00 PM,Northern California,Pleasure Point The Hook,1.5,,,,,,
6/5/2026,8:00:00 AM,Northern California,Pleasure Point The Hook,3,,,,,,
6/2/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,1.5,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,4.5,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,2.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,4,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,2.5,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,3,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,3.5,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,2,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,3,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,3,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,4,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,4,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,4.5,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,26th Ave,4,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,26th Ave,3,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,26th Ave,3,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,26th Ave,3,,,,Online Cam,Garrett,
6/5/2026,10:45:00 AM,Northern California,26th Ave,5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Cowells,1,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Cowells,0.1,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Cowells,0.1,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Cowells,1.5,,,,Online Cam,Garrett,
6/5/2026,10:30:00 AM,Northern California,Cowells,1,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Steamer Lane Point,4.5,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,3,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Steamer Lane Point,4.5,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,3.5,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Steamer Lane Point,0,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,3,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Steamer Lane Point,3.5,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Steamer Lane Point,2.5,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,2,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,5,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,
6/5/2026,11:00:00 AM,Northern California,Steamer Lane Indicators,3,,,,Online Cam,Garrett,
6/5/2026,11:00:00 AM,Northern California,Steamer Lane Middle Peak,4.5,,,,Online Cam,Garrett,
6/5/2026,11:00:00 AM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,
6/2/2026,2:00:00 PM,Northern California,Ocean Beach South,2,,,,,,
6/2/2026,6:30:00 PM,Northern California,Ocean Beach South,2.5,,,,,,
6/3/2026,8:00:00 AM,Northern California,Ocean Beach South,2,,,,,,
6/3/2026,2:00:00 PM,Northern California,Ocean Beach South,2.5,,,,,,
6/3/2026,6:30:00 PM,Northern California,Ocean Beach South,2.5,,,,,,
6/4/2026,8:00:00 AM,Northern California,Ocean Beach South,3.5,,,,,,
6/4/2026,2:00:00 PM,Northern California,Ocean Beach South,3.5,,,,,,
6/4/2026,6:30:00 PM,Northern California,Ocean Beach South,4,,,,,,
6/5/2026,8:00:00 AM,Northern California,Ocean Beach South,4.5,,,,,,
6/5/2026,11:00:00 AM,Northern California,Ocean Beach South,5,,,,,,
6/2/2026,2:00:00 PM,Northern California,Ocean Beach Central,1.5,,,,,,
6/2/2026,6:30:00 PM,Northern California,Ocean Beach Central,1.5,,,,,,
6/3/2026,8:00:00 AM,Northern California,Ocean Beach Central,2,,,,,,
6/3/2026,10:30:00 AM,Northern California,Ocean Beach Central,2,,,,,,
6/3/2026,2:00:00 PM,Northern California,Ocean Beach Central,2.5,,,,,,
6/3/2026,6:30:00 PM,Northern California,Ocean Beach Central,2.5,,,,,,
6/4/2026,8:00:00 AM,Northern California,Ocean Beach Central,3.5,,,,,,
6/4/2026,2:00:00 PM,Northern California,Ocean Beach Central,3.5,,,,,,
6/4/2026,6:30:00 PM,Northern California,Ocean Beach Central,4,,,,,,
6/5/2026,8:00:00 AM,Northern California,Ocean Beach Central,4.5,,,,,,
6/5/2026,11:00:00 AM,Northern California,Ocean Beach Central,5,,,,,,
6/2/2026,11:00:00 AM,Northern California,Ocean Beach North,3,,,,,,
6/2/2026,2:00:00 PM,Northern California,Ocean Beach North,3,,,,,,
6/2/2026,6:30:00 PM,Northern California,Ocean Beach North,3,,,,,,
6/3/2026,8:00:00 AM,Northern California,Ocean Beach North,2.5,,,,,,
6/3/2026,11:00:00 AM,Northern California,Ocean Beach North,2.5,,,,,,
6/3/2026,2:00:00 PM,Northern California,Ocean Beach North,2.5,,,,,,
6/3/2026,6:30:00 PM,Northern California,Ocean Beach North,2,,,,,,
6/4/2026,8:00:00 AM,Northern California,Ocean Beach North,3,,,,,,
6/4/2026,11:00:00 AM,Northern California,Ocean Beach North,3.5,,,,,,
6/4/2026,2:00:00 PM,Northern California,Ocean Beach North,3.5,,,,,,
6/4/2026,6:30:00 PM,Northern California,Ocean Beach North,3.5,,,,,,
6/5/2026,8:00:00 AM,Northern California,Ocean Beach North,4.5,,,,,,
6/5/2026,11:00:00 AM,Northern California,Ocean Beach North,5,,,,,,
6/2/2026,2:00:00 PM,Northern California,Mitchell's,3,,,,Online Cam,Garrett,
6/2/2026,6:30:00 PM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,
6/3/2026,8:00:00 AM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,
6/3/2026,2:00:00 PM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
6/3/2026,6:30:00 PM,Northern California,Mitchell's,0.5,,,,Online Cam,Garrett,
6/4/2026,8:00:00 AM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,
6/4/2026,2:00:00 PM,Northern California,Mitchell's,0.5,,,,Online Cam,Garrett,
6/4/2026,6:30:00 PM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,
6/5/2026,8:00:00 AM,Northern California,Mitchell's,2.5,,,,Online Cam,Garrett,
6/5/2026,2:00:00 PM,Northern California,Mitchell's,3,,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Ocean Beach Central,2.5,3.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Ocean Beach North,3.5,3.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Capitola,1.5,0.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Blacks,2.5,2.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Wind and Sea,4,3.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pacifica Linda Mar,1,0.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Waddell Creek Beach,3.5,4.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Scott Creek,3.5,4.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Steamer Lane Indicators,2,4.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Mitchells,3,3.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Davenport Landing,3.5,5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pleasure Point Sewers,5,4.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Waddell Creek Reef,4,4.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Cowells,1,0.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Four Mile,4,2.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Manresa,2,2.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Natural Bridges,4,3.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pleasure Point First Peak,4.5,4.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pleasure Point The Hook,3,2.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,26th Ave,5,3.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Steamer Lane Point,6,4.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pleasure Point Jacks,3.5,1.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Ocean Beach South,2.5,3.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pleasure Point Second Peak,4,4.5,,,Online Cam,Garrett,
6/2/2026,7:00:00 AM,Northern California,Santa Maria,3,,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Swift Street,3.5,5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pleasure Point Privates,2.5,2.5,,,Standing on Shore,Garrett,
6/2/2026,7:00:00 AM,Northern California,Pacifica Linda Mar North,2.5,2.5,,,Online Cam,Garrett,
6/8/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1.5,,,,Standing on Shore,Garrett,
6/8/2026,6:30:00 PM,Northern California,Steamer Lane Point,6,,,,Standing on Shore,Garrett,
6/8/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Standing on Shore,Garrett,
6/8/2026,6:30:00 PM,Northern California,Mitchell's,3,,,,Standing on Shore,Garrett,
6/8/2026,6:30:00 PM,Northern California,Swift Street,4.5,,,,Standing on Shore,Garrett,
6/8/2026,6:30:00 PM,Northern California,Blacks,5.5,,,,Standing on Shore,Garrett,
6/8/2026,6:30:00 PM,Northern California,Natural Bridges,4.5,,,,Standing on Shore,Garrett,
6/9/2026,6:30:00 AM,Northern California,Natural Bridges,6,,,,Standing on Shore,Garrett,
6/9/2026,6:30:00 AM,Northern California,Swift Street,6.5,,,,Standing on Shore,Garrett,
6/9/2026,6:30:00 AM,Northern California,Mitchell's,7,,,,Standing on Shore,Garrett,
6/9/2026,6:30:00 AM,Northern California,Steamer Lane Middle Peak,0,,,,Standing on Shore,Garrett,
6/9/2026,6:30:00 AM,Northern California,Steamer Lane Point,7,,,,Standing on Shore,Garrett,
6/9/2026,7:30:00 AM,Northern California,Santa Maria,8,,,,Standing on Shore,Garrett,
6/9/2026,7:30:00 AM,Northern California,26th Ave,6,,,,Standing on Shore,Garrett,
6/9/2026,9:00:00 AM,Northern California,Manresa,3.5,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Manresa,4,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Manresa,3.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Manresa,3.5,,,,Online Cam,Garrett,
6/9/2026,9:00:00 AM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,
6/9/2026,9:00:00 AM,Northern California,Privates,2,,,,Online Cam,Garrett,
6/9/2026,1:00:00 PM,Northern California,Privates,3,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Privates,3,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Privates,3,,,,Online Cam,Garrett,
6/9/2026,7:30:00 AM,Northern California,Pleasure Point The Hook,3,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Pleasure Point The Hook,3.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Pleasure Point The Hook,4,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Pleasure Point The Hook,4.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,Pleasure Point Jacks,3.5,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Pleasure Point Jacks,4,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Pleasure Point Jacks,4.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Pleasure Point Jacks,4.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,Pleasure Point Second Peak,5,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Pleasure Point Second Peak,5.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Pleasure Point Second Peak,6,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Pleasure Point Second Peak,6,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,Pleasure Point First Peak,5.5,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Pleasure Point First Peak,5.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Pleasure Point First Peak,6.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Pleasure Point First Peak,6.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,Pleasure Point Sewers,5.5,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Pleasure Point Sewers,6.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Pleasure Point Sewers,7.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Pleasure Point Sewers,7,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,26th Ave,6,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,26th Ave,6,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,26th Ave,7,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,26th Ave,7,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,Cowells,2,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Cowells,3,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Cowells,3.5,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Cowells,3,,,,Online Cam,Garrett,
6/9/2026,2:00:00 PM,Northern California,Steamer Lane Point,11,,,,Online Cam,Garrett,
6/9/2026,5:00:00 PM,Northern California,Steamer Lane Point,11,,,,Online Cam,Garrett,
6/9/2026,8:00:00 PM,Northern California,Steamer Lane Point,11,,,,Online Cam,Garrett,
6/9/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,11,,,,Online Cam,Garrett,
6/9/2026,5:00:00 PM,Northern California,Steamer Lane Middle Peak,11,,,,Online Cam,Garrett,
6/9/2026,8:00:00 PM,Northern California,Steamer Lane Middle Peak,11,,,,Online Cam,Garrett,
6/9/2026,8:30:00 AM,Northern California,Mitchell's,6,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Mitchell's,6,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Mitchell's,7,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Mitchell's,8,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,Pacifica Linda Mar,0.5,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Pacifica Linda Mar,1.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Pacifica Linda Mar,2,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Pacifica Linda Mar,2,,,,Online Cam,Garrett,
6/9/2026,7:00:00 AM,Northern California,Pacifica Linda Mar North,1,,,,Online Cam,Garrett,
6/9/2026,11:00:00 AM,Northern California,Pacifica Linda Mar North,2.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Pacifica Linda Mar North,3,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Pacifica Linda Mar North,4,,,,Online Cam,Garrett,
6/9/2026,10:00:00 AM,Northern California,Ocean Beach South,2.5,,,,Online Cam,Garrett,
6/9/2026,1:00:00 PM,Northern California,Ocean Beach South,3.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Ocean Beach South,4,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Ocean Beach South,4.5,,,,Online Cam,Garrett,
6/9/2026,10:00:00 AM,Northern California,Ocean Beach Central,2.5,,,,Online Cam,Garrett,
